s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
 1.4421754E+002, 0.0000000E+000, 0.0000000E+000,-1.7623048E+002,-9.8752283E-002,-1.3774414E+002,-5.4678356E-002,-1.1316077E+002, 0.0000000E+000,-4.2807084E+002,-4.2728882E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.4824802E+004
 1.4440276E+002, 0.0000000E+000, 0.0000000E+000,-1.7441732E+002,-9.7278025E-002,-1.3656098E+002,-5.4056385E-002,-1.1209629E+002, 0.0000000E+000,-4.2396998E+002,-4.2322593E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.4478025E+004
 1.4454167E+002, 0.0000000E+000, 0.0000000E+000,-1.7307470E+002,-9.9246501E-002,-1.3555238E+002,-5.2627803E-002,-1.1122676E+002, 0.0000000E+000,-4.2056724E+002,-4.2000573E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.4220032E+004
 1.4472690E+002, 0.0000000E+000, 0.0000000E+000,-1.7188307E+002,-1.0216176E-001,-1.3456240E+002,-5.1943603E-002,-1.1036502E+002, 0.0000000E+000,-4.1709197E+002,-4.1696460E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.3878959E+004
 1.4491212E+002, 0.0000000E+000, 0.0000000E+000,-1.7015728E+002,-1.0373519E-001,-1.3344236E+002,-5.1177493E-002,-1.0945002E+002, 0.0000000E+000,-4.1404936E+002,-4.1320457E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.3540379E+004
 1.4509735E+002, 0.0000000E+000, 0.0000000E+000,-1.6840507E+002,-1.0397843E-001,-1.3234465E+002,-5.0528875E-002,-1.0842586E+002, 0.0000000E+000,-4.1015185E+002,-4.0933008E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.3204966E+004
 1.4529182E+002, 0.0000000E+000, 0.0000000E+000,-1.6699738E+002,-1.0497849E-001,-1.3123644E+002,-5.1589739E-002,-1.0743334E+002, 0.0000000E+000,-4.0608466E+002,-4.0582372E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.2856290E+004
 1.4544464E+002, 0.0000000E+000, 0.0000000E+000,-1.6520249E+002,-1.0699104E-001,-1.3024732E+002,-5.2142281E-002,-1.0649887E+002, 0.0000000E+000,-4.0288325E+002,-4.0210782E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.2584539E+004
 1.4564264E+002, 0.0000000E+000, 0.0000000E+000,-1.6370285E+002,-1.0534667E-001,-1.2927420E+002,-5.3446986E-002,-1.0563709E+002, 0.0000000E+000,-3.9971372E+002,-3.9877293E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.2235177E+004
 1.4582346E+002, 0.0000000E+000, 0.0000000E+000,-1.6216528E+002,-1.0099199E-001,-1.2825507E+002,-5.5901833E-002,-1.0471153E+002, 0.0000000E+000,-3.9607999E+002,-3.9528877E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.1919012E+004
 1.4600879E+002, 0.0000000E+000, 0.0000000E+000,-1.6114175E+002,-9.9352498E-002,-1.2728935E+002,-5.6799865E-002,-1.0390978E+002, 0.0000000E+000,-3.9262395E+002,-3.9249703E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.1597720E+004
 1.4620769E+002, 0.0000000E+000, 0.0000000E+000,-1.5939650E+002,-9.9510220E-002,-1.2630571E+002,-5.6533003E-002,-1.0305136E+002, 0.0000000E+000,-3.8971148E+002,-3.8890961E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.1255393E+004
 1.4635686E+002, 0.0000000E+000, 0.0000000E+000,-1.5800054E+002,-9.7088700E-002,-1.2544446E+002,-5.8433932E-002,-1.0221631E+002, 0.0000000E+000,-3.8633589E+002,-3.8581683E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.1000815E+004
 1.4655576E+002, 0.0000000E+000, 0.0000000E+000,-1.5643500E+002,-9.8767381E-002,-1.2461781E+002,-5.7396000E-002,-1.0140631E+002, 0.0000000E+000,-3.8334061E+002,-3.8261528E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.0663967E+004
 1.4670493E+002, 0.0000000E+000, 0.0000000E+000,-1.5516784E+002,-1.0064097E-001,-1.2382290E+002,-5.6812782E-002,-1.0065981E+002, 0.0000000E+000,-3.8040190E+002,-3.7980801E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.0413267E+004
 1.4690381E+002, 0.0000000E+000, 0.0000000E+000,-1.5407637E+002,-1.0009083E-001,-1.2306866E+002,-5.6959117E-002,-9.9948704E+001, 0.0000000E+000,-3.7734989E+002,-3.7725079E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 7.0081620E+004
 1.4710271E+002, 0.0000000E+000, 0.0000000E+000,-1.5251193E+002,-9.9102318E-002,-1.2224932E+002,-5.7516451E-002,-9.9223413E+001, 0.0000000E+000,-3.7484841E+002,-3.7414128E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.9752063E+004
 1.4725188E+002, 0.0000000E+000, 0.0000000E+000,-1.5128507E+002,-9.8802773E-002,-1.2154053E+002,-5.7066612E-002,-9.8517453E+001, 0.0000000E+000,-3.7199679E+002,-3.7149892E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.9506725E+004
 1.4743187E+002, 0.0000000E+000, 0.0000000E+000,-1.4999936E+002,-9.8937583E-002,-1.2089270E+002,-5.7290204E-002,-9.7854032E+001, 0.0000000E+000,-3.6952035E+002,-3.6890232E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.9212623E+004
 1.4762294E+002, 0.0000000E+000, 0.0000000E+000,-1.4918600E+002,-9.7839692E-002,-1.2016745E+002,-5.8063518E-002,-9.7215794E+001, 0.0000000E+000,-3.6676470E+002,-3.6672514E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.8902743E+004
 1.4781401E+002, 0.0000000E+000, 0.0000000E+000,-1.4778669E+002,-1.0094568E-001,-1.1946872E+002,-5.5996800E-002,-9.6543692E+001, 0.0000000E+000,-3.6458104E+002,-3.6395604E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.8594719E+004
 1.4800508E+002, 0.0000000E+000, 0.0000000E+000,-1.4635411E+002,-9.8973241E-002,-1.1879613E+002,-5.6746002E-002,-9.5774797E+001, 0.0000000E+000,-3.6168706E+002,-3.6108075E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.8289143E+004
 1.4815794E+002, 0.0000000E+000, 0.0000000E+000,-1.4517381E+002,-1.0194008E-001,-1.1817922E+002,-5.4809455E-002,-9.5110220E+001, 0.0000000E+000,-3.5922668E+002,-3.5862001E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.8046385E+004
 1.4836812E+002, 0.0000000E+000, 0.0000000E+000,-1.4401709E+002,-1.0298992E-001,-1.1752664E+002,-5.6444116E-002,-9.4381214E+001, 0.0000000E+000,-3.5629885E+002,-3.5608438E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.7715402E+004
 1.4852028E+002, 0.0000000E+000, 0.0000000E+000,-1.4261577E+002,-1.0492810E-001,-1.1687327E+002,-5.5846606E-002,-9.3701465E+001, 0.0000000E+000,-3.5397127E+002,-3.5335128E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.7477363E+004
 1.4871329E+002, 0.0000000E+000, 0.0000000E+000,-1.4167218E+002,-1.0338605E-001,-1.1625118E+002,-5.6848058E-002,-9.3156585E+001, 0.0000000E+000,-3.5193078E+002,-3.5124019E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.7177134E+004
 1.4888824E+002, 0.0000000E+000, 0.0000000E+000,-1.4050913E+002,-1.0099634E-001,-1.1558540E+002,-5.7513990E-002,-9.2484450E+001, 0.0000000E+000,-3.4929021E+002,-3.4873749E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.6906976E+004
 1.4906322E+002, 0.0000000E+000, 0.0000000E+000,-1.3994016E+002,-1.0005332E-001,-1.1494230E+002,-5.8054690E-002,-9.1971276E+001, 0.0000000E+000,-3.4705551E+002,-3.4701185E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.6638561E+004
 1.4923819E+002, 0.0000000E+000, 0.0000000E+000,-1.3888932E+002,-9.9077984E-002,-1.1430262E+002,-5.8479940E-002,-9.1454361E+001, 0.0000000E+000,-3.4538324E+002,-3.4480385E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.6371407E+004
 1.4942999E+002, 0.0000000E+000, 0.0000000E+000,-1.3825579E+002,-9.7135758E-002,-1.1365260E+002,-6.0219719E-002,-9.0937651E+001, 0.0000000E+000,-3.4317959E+002,-3.4300340E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.6080378E+004
 1.4960670E+002, 0.0000000E+000, 0.0000000E+000,-1.3759441E+002,-9.8581941E-002,-1.1297325E+002,-5.9564287E-002,-9.0446216E+001, 0.0000000E+000,-3.4133060E+002,-3.4117202E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.5813708E+004
 1.4979016E+002, 0.0000000E+000, 0.0000000E+000,-1.3624843E+002,-9.8979347E-002,-1.1229583E+002,-5.9620826E-002,-8.9780019E+001, 0.0000000E+000,-3.3915161E+002,-3.3848288E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.5538645E+004
 1.4996643E+002, 0.0000000E+000, 0.0000000E+000,-1.3474825E+002,-9.8466978E-002,-1.1164830E+002,-6.0733993E-002,-8.8975795E+001, 0.0000000E+000,-3.3609439E+002,-3.3553155E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.5276786E+004
 1.5012241E+002, 0.0000000E+000, 0.0000000E+000,-1.3400012E+002,-9.8423035E-002,-1.1106936E+002,-5.9978074E-002,-8.8407471E+001, 0.0000000E+000,-3.3366086E+002,-3.3363535E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.5046744E+004
 1.5032518E+002, 0.0000000E+000, 0.0000000E+000,-1.3287953E+002,-1.0083491E-001,-1.1043883E+002,-5.7291191E-002,-8.7845224E+001, 0.0000000E+000,-3.3186642E+002,-3.3132171E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.4749318E+004
 1.5051527E+002, 0.0000000E+000, 0.0000000E+000,-1.3180915E+002,-1.0393167E-001,-1.0974832E+002,-5.4940684E-002,-8.7142281E+001, 0.0000000E+000,-3.2911333E+002,-3.2885862E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.4472888E+004
 1.5071138E+002, 0.0000000E+000, 0.0000000E+000,-1.3035698E+002,-1.0342021E-001,-1.0908326E+002,-5.3777302E-002,-8.6428352E+001, 0.0000000E+000,-3.2668378E+002,-3.2602579E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.4189819E+004
 1.5087656E+002, 0.0000000E+000, 0.0000000E+000,-1.2898282E+002,-1.0169992E-001,-1.0846183E+002,-5.4122865E-002,-8.5680775E+001, 0.0000000E+000,-3.2382021E+002,-3.2328125E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.3953502E+004
 1.5104173E+002, 0.0000000E+000, 0.0000000E+000,-1.2789562E+002,-1.0329619E-001,-1.0790127E+002,-5.3475347E-002,-8.5069676E+001, 0.0000000E+000,-3.2151173E+002,-3.2102334E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.3718893E+004
 1.5120689E+002, 0.0000000E+000, 0.0000000E+000,-1.2690208E+002,-1.0237631E-001,-1.0733384E+002,-5.5213640E-002,-8.4494945E+001, 0.0000000E+000,-3.1936334E+002,-3.1888846E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.3485877E+004
 1.5143263E+002, 0.0000000E+000, 0.0000000E+000,-1.2560918E+002,-1.0137153E-001,-1.0665274E+002,-5.6587469E-002,-8.3801480E+001, 0.0000000E+000,-3.1690322E+002,-3.1622136E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.3169915E+004
 1.5161432E+002, 0.0000000E+000, 0.0000000E+000,-1.2443970E+002,-1.0204833E-001,-1.0594492E+002,-5.6185462E-002,-8.3098575E+001, 0.0000000E+000,-3.1424072E+002,-3.1364143E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.2917780E+004
 1.5179601E+002, 0.0000000E+000, 0.0000000E+000,-1.2338489E+002,-1.0220879E-001,-1.0533595E+002,-5.5402140E-002,-8.2482001E+001, 0.0000000E+000,-3.1191049E+002,-3.1136044E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.2667542E+004
 1.5195189E+002, 0.0000000E+000, 0.0000000E+000,-1.2266044E+002,-1.0218618E-001,-1.0479323E+002,-5.4351032E-002,-8.1987173E+001, 0.0000000E+000,-3.0992639E+002,-3.0959738E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.2454227E+004
 1.5210776E+002, 0.0000000E+000, 0.0000000E+000,-1.2205490E+002,-1.0170167E-001,-1.0428105E+002,-5.4193790E-002,-8.1581666E+001, 0.0000000E+000,-3.0838609E+002,-3.0807351E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.2241967E+004
 1.5231560E+002, 0.0000000E+000, 0.0000000E+000,-1.2141769E+002,-1.0308376E-001,-1.0369074E+002,-5.4082865E-002,-8.1091501E+001, 0.0000000E+000,-3.0637715E+002,-3.0635709E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.1960808E+004
 1.5250533E+002, 0.0000000E+000, 0.0000000E+000,-1.2044332E+002,-1.0178075E-001,-1.0304936E+002,-5.4684876E-002,-8.0569284E+001, 0.0000000E+000,-3.0465363E+002,-3.0421843E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.1705583E+004
 1.5264311E+002, 0.0000000E+000, 0.0000000E+000,-1.1987990E+002,-1.0002851E-001,-1.0252424E+002,-5.4893212E-002,-8.0146940E+001, 0.0000000E+000,-3.0289915E+002,-3.0270600E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.1521292E+004
 1.5282681E+002, 0.0000000E+000, 0.0000000E+000,-1.1915253E+002,-1.0156620E-001,-1.0200510E+002,-5.4040938E-002,-7.9716741E+001, 0.0000000E+000,-3.0139827E+002,-3.0102997E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.1276812E+004
 1.5301511E+002, 0.0000000E+000, 0.0000000E+000,-1.1857952E+002,-1.0352653E-001,-1.0140548E+002,-5.2789488E-002,-7.9236283E+001, 0.0000000E+000,-2.9942295E+002,-2.9937761E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.1027909E+004
 1.5323233E+002, 0.0000000E+000, 0.0000000E+000,-1.1729278E+002,-1.0196223E-001,-1.0074683E+002,-5.3531005E-002,-7.8603503E+001, 0.0000000E+000,-2.9738120E+002,-2.9679860E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.0742744E+004
 1.5339903E+002, 0.0000000E+000, 0.0000000E+000,-1.1620840E+002,-1.0119406E-001,-1.0013746E+002,-5.3338102E-002,-7.7955276E+001, 0.0000000E+000,-2.9488184E+002,-2.9445566E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.0525757E+004
 1.5356575E+002, 0.0000000E+000, 0.0000000E+000,-1.1533761E+002,-1.0073939E-001,-9.9630365E+001,-5.2789258E-002,-7.7440854E+001, 0.0000000E+000,-2.9294143E+002,-2.9256236E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.0310214E+004
 1.5372411E+002, 0.0000000E+000, 0.0000000E+000,-1.1455118E+002,-1.0484836E-001,-9.9150367E+001,-5.1190315E-002,-7.6962000E+001, 0.0000000E+000,-2.9113561E+002,-2.9081958E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 6.0106765E+004
 1.5391301E+002, 0.0000000E+000, 0.0000000E+000,-1.1376952E+002,-1.0738362E-001,-9.8654842E+001,-5.0072989E-002,-7.6506025E+001, 0.0000000E+000,-2.8952459E+002,-2.8908785E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.9865485E+004
 1.5411607E+002, 0.0000000E+000, 0.0000000E+000,-1.1321093E+002,-1.0814950E-001,-9.8095474E+001,-4.9464382E-002,-7.6043377E+001, 0.0000000E+000,-2.8758035E+002,-2.8750740E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.9607866E+004
 1.5427191E+002, 0.0000000E+000, 0.0000000E+000,-1.1231075E+002,-1.0577161E-001,-9.7590809E+001,-5.1216630E-002,-7.5573916E+001, 0.0000000E+000,-2.8596051E+002,-2.8563246E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.9411259E+004
 1.5444334E+002, 0.0000000E+000, 0.0000000E+000,-1.1147857E+002,-1.0571320E-001,-9.7110942E+001,-5.1431320E-002,-7.5104970E+001, 0.0000000E+000,-2.8425215E+002,-2.8385163E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.9196286E+004
 1.5467192E+002, 0.0000000E+000, 0.0000000E+000,-1.1041838E+002,-1.0556582E-001,-9.6518609E+001,-5.2678538E-002,-7.4520895E+001, 0.0000000E+000,-2.8214966E+002,-2.8161613E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.8911799E+004
 1.5484334E+002, 0.0000000E+000, 0.0000000E+000,-1.0943242E+002,-1.0778082E-001,-9.5913676E+001,-5.1410108E-002,-7.3911952E+001, 0.0000000E+000,-2.7980073E+002,-2.7941724E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.8700256E+004
 1.5499353E+002, 0.0000000E+000, 0.0000000E+000,-1.0884542E+002,-1.0662262E-001,-9.5441921E+001,-5.2577046E-002,-7.3508065E+001, 0.0000000E+000,-2.7822579E+002,-2.7795461E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.8515996E+004
 1.5519377E+002, 0.0000000E+000, 0.0000000E+000,-1.0815422E+002,-1.0415403E-001,-9.4915192E+001,-5.4994311E-002,-7.3087875E+001, 0.0000000E+000,-2.7674429E+002,-2.7631643E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.8271643E+004
 1.5534396E+002, 0.0000000E+000, 0.0000000E+000,-1.0763610E+002,-1.0390690E-001,-9.4381578E+001,-5.5116057E-002,-7.2689156E+001, 0.0000000E+000,-2.7516700E+002,-2.7486585E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.8089422E+004
 1.5554420E+002, 0.0000000E+000, 0.0000000E+000,-1.0700242E+002,-1.0340753E-001,-9.3847448E+001,-5.6067931E-002,-7.2233652E+001, 0.0000000E+000,-2.7331783E+002,-2.7324300E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.7848099E+004
 1.5570441E+002, 0.0000000E+000, 0.0000000E+000,-1.0614368E+002,-1.0247038E-001,-9.3283523E+001,-5.6929446E-002,-7.1761819E+001, 0.0000000E+000,-2.7168676E+002,-2.7134842E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.7656185E+004
 1.5592467E+002, 0.0000000E+000, 0.0000000E+000,-1.0529524E+002,-1.0346145E-001,-9.2679429E+001,-5.6895699E-002,-7.1260704E+001, 0.0000000E+000,-2.6992046E+002,-2.6939573E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.7394050E+004
 1.5608987E+002, 0.0000000E+000, 0.0000000E+000,-1.0445515E+002,-1.0393518E-001,-9.2071426E+001,-5.6292496E-002,-7.0713448E+001, 0.0000000E+000,-2.6780174E+002,-2.6740026E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.7199010E+004
 1.5625508E+002, 0.0000000E+000, 0.0000000E+000,-1.0371158E+002,-1.0329966E-001,-9.1564699E+001,-5.6241768E-002,-7.0258334E+001, 0.0000000E+000,-2.6608872E+002,-2.6569415E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.7005222E+004
 1.5642029E+002, 0.0000000E+000, 0.0000000E+000,-1.0301754E+002,-1.0298678E-001,-9.1069663E+001,-5.6057708E-002,-6.9817252E+001, 0.0000000E+000,-2.6442195E+002,-2.6406350E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.6812665E+004
 1.5664055E+002, 0.0000000E+000, 0.0000000E+000,-1.0216906E+002,-1.0323905E-001,-9.0501661E+001,-5.5620051E-002,-6.9313115E+001, 0.0000000E+000,-2.6263229E+002,-2.6214269E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.6557711E+004
 1.5680576E+002, 0.0000000E+000, 0.0000000E+000,-1.0155365E+002,-1.0431513E-001,-8.9944989E+001,-5.4567493E-002,-6.8861749E+001, 0.0000000E+000,-2.6089525E+002,-2.6051927E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.6367797E+004
 1.5697096E+002, 0.0000000E+000, 0.0000000E+000,-1.0091579E+002,-1.0453720E-001,-8.9464723E+001,-5.4563437E-002,-6.8450741E+001, 0.0000000E+000,-2.5936673E+002,-2.5899035E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.6179011E+004
 1.5714166E+002, 0.0000000E+000, 0.0000000E+000,-1.0018403E+002,-1.0383042E-001,-8.8980475E+001,-5.5487377E-002,-6.8012944E+001, 0.0000000E+000,-2.5776201E+002,-2.5733677E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.5985152E+004
 1.5732339E+002, 0.0000000E+000, 0.0000000E+000,-9.9437465E+001,-1.0268970E-001,-8.8480135E+001,-5.6353958E-002,-6.7556253E+001, 0.0000000E+000,-2.5604220E+002,-2.5563290E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.5780167E+004
 1.5750511E+002, 0.0000000E+000, 0.0000000E+000,-9.8706427E+001,-1.0249921E-001,-8.7978817E+001,-5.6311686E-002,-6.7100189E+001, 0.0000000E+000,-2.5433209E+002,-2.5394424E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.5576576E+004
 1.5771570E+002, 0.0000000E+000, 0.0000000E+000,-9.8180961E+001,-1.0284434E-001,-8.7456528E+001,-5.5631998E-002,-6.6653282E+001, 0.0000000E+000,-2.5243904E+002,-2.5244925E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.5342454E+004
 1.5786571E+002, 0.0000000E+000, 0.0000000E+000,-9.7561858E+001,-1.0285554E-001,-8.6975782E+001,-5.5063762E-002,-6.6293882E+001, 0.0000000E+000,-2.5125498E+002,-2.5098944E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.5176467E+004
 1.5808070E+002, 0.0000000E+000, 0.0000000E+000,-9.6944401E+001,-1.0222905E-001,-8.6484061E+001,-5.5173825E-002,-6.5905283E+001, 0.0000000E+000,-2.4989524E+002,-2.4949115E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.4939861E+004
 1.5824571E+002, 0.0000000E+000, 0.0000000E+000,-9.6269523E+001,-1.0228208E-001,-8.5976649E+001,-5.4262093E-002,-6.5450865E+001, 0.0000000E+000,-2.4815945E+002,-2.4785358E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.4759570E+004
 1.5841072E+002, 0.0000000E+000, 0.0000000E+000,-9.5678198E+001,-1.0227676E-001,-8.5536248E+001,-5.3873045E-002,-6.5069965E+001, 0.0000000E+000,-2.4675689E+002,-2.4644056E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.4580325E+004
 1.5863074E+002, 0.0000000E+000, 0.0000000E+000,-9.4889989E+001,-1.0269868E-001,-8.5017902E+001,-5.3331755E-002,-6.4601172E+001, 0.0000000E+000,-2.4509587E+002,-2.4466509E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.4342988E+004
 1.5880124E+002, 0.0000000E+000, 0.0000000E+000,-9.4217233E+001,-1.0201064E-001,-8.4500188E+001,-5.4126698E-002,-6.4150887E+001, 0.0000000E+000,-2.4339811E+002,-2.4302445E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.4160359E+004
 1.5898274E+002, 0.0000000E+000, 0.0000000E+000,-9.3537583E+001,-1.0271389E-001,-8.4040848E+001,-5.4043851E-002,-6.3727479E+001, 0.0000000E+000,-2.4183561E+002,-2.4146267E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.3967227E+004
 1.5916425E+002, 0.0000000E+000, 0.0000000E+000,-9.2870328E+001,-1.0284267E-001,-8.3586742E+001,-5.3677103E-002,-6.3311903E+001, 0.0000000E+000,-2.4027539E+002,-2.3992549E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.3775368E+004
 1.5934576E+002, 0.0000000E+000, 0.0000000E+000,-9.2228619E+001,-1.0185576E-001,-8.3143279E+001,-5.4328312E-002,-6.2910819E+001, 0.0000000E+000,-2.3877586E+002,-2.3843890E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.3584728E+004
 1.5951881E+002, 0.0000000E+000, 0.0000000E+000,-9.1646242E+001,-1.0264419E-001,-8.2722755E+001,-5.3971859E-002,-6.2531315E+001, 0.0000000E+000,-2.3734670E+002,-2.3705693E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.3404082E+004
 1.5967499E+002, 0.0000000E+000, 0.0000000E+000,-9.1154955E+001,-1.0401866E-001,-8.2336149E+001,-5.2999824E-002,-6.2201124E+001, 0.0000000E+000,-2.3610432E+002,-2.3584925E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.3241944E+004
 1.5989363E+002, 0.0000000E+000, 0.0000000E+000,-9.0734438E+001,-1.0576279E-001,-8.1872651E+001,-5.1783657E-002,-6.1843688E+001, 0.0000000E+000,-2.3465871E+002,-2.3460832E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.3016368E+004
 1.6006541E+002, 0.0000000E+000, 0.0000000E+000,-9.0033538E+001,-1.0527790E-001,-8.1378984E+001,-5.2738662E-002,-6.1444773E+001, 0.0000000E+000,-2.3332556E+002,-2.3301531E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.2840153E+004
 1.6023721E+002, 0.0000000E+000, 0.0000000E+000,-8.9478816E+001,-1.0460907E-001,-8.0946177E+001,-5.3841797E-002,-6.1082821E+001, 0.0000000E+000,-2.3199417E+002,-2.3166626E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.2664970E+004
 1.6038383E+002, 0.0000000E+000, 0.0000000E+000,-8.9012638E+001,-1.0468306E-001,-8.0554803E+001,-5.3703968E-002,-6.0762183E+001, 0.0000000E+000,-2.3077533E+002,-2.3048801E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.2516244E+004
 1.6056122E+002, 0.0000000E+000, 0.0000000E+000,-8.8696375E+001,-1.0361339E-001,-8.0161525E+001,-5.4607056E-002,-6.0501465E+001, 0.0000000E+000,-2.2979559E+002,-2.2951758E+002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 5.2337114E+004
